V2_READ_CODE	V2_TERM_CODE	V2_TERM	V3_READ_CODE	V3_TERM_ID	V3_TERM	SNOMED_CONCEPT_ID	SNOMED_DESCRIPTION_ID	SNOMED_TERM	KEY	COMMENTS	REPORT	REQUEST	BATTERY	LEVEL	TEST	RATIO	BOOLEAN	TEXT	STATUS	RELEASE_DATE
43iW.	00	Thyme RAST test	XaJin	Yamnv	Thyme RAST test	994181000000106	2568811000000110	Thyme RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iX.	00	Turkey meat RAST test	XaJio	Yamnw	Turkey meat RAST test	1017731000000108	2580411000000113	Turkey meat RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iY.	00	Cefaclor RAST test	XaJip	Yamny	Cefaclor RAST test	1017741000000104	2565921000000117	Cefaclor RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iZ.	00	Tetanus toxoid RAST test	XaJlC	YamqH	Tetanus toxoid RAST test	1016261000000109	2562731000000111	Tetanus toxoid RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43ia.	00	Alkalase RAST test	XaJlD	YamqI	Alkalase RAST test	1015151000000106	2579071000000112	Alkalase RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43ib.	00	Spruce pollen RAST test	XaJlE	YamqJ	Spruce pollen RAST test	1015161000000109	2580041000000118	Spruce pollen RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43ic.	00	Saffron RAST test	XaJlF	YamqK	Saffron RAST test	1015181000000100	2552591000000113	Saffron RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43id.	00	Green peppercorn RAST test	XaJlG	YamqL	Green peppercorn RAST test	1015191000000103	2580051000000115	Green peppercorn RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43ie.	00	Inhaled allergen mix RAST test	XaJlH	YamqM	Inhaled allergen mix RAST test	1015201000000101	2580061000000117	Inhaled allergen mix RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43if.	00	Millers mix (PAX4) RAST test	XaJlc	Yamqt	Millers mix (PAX4) RAST test	991781000000108	2568381000000111	Millers mix (PAX4) RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43lx.	00	Silk RAST test	XaJmh	YamsU	Silk RAST test	1012051000000100	2565151000000112	Silk RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43mb.	00	Pemphigus antibody level	XaJmf	YamsS	Pemphigus antibody level	994191000000108	2559411000000111	Pemphigus antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43mc.	00	Pemphigoid antibody level	XaJmg	YamsT	Pemphigoid antibody level	1017751000000101	2580421000000119	Pemphigoid antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43md.	00	IgG autoantibody level	XaJph	YamwW	IgG autoantibody level	1017761000000103	2575081000000111	IgG autoantibody level		Apr15: For deletion Oct15. Ambiguous.	T	T	F	T	T	F	F	F	C	2004-07-01
43me.	00	IgM autoantibody level	XaJpg	YamwV	IgM autoantibody level	994201000000105	2576391000000116	IgM autoantibody level		Apr15: For deletion Oct15. Ambiguous.	T	T	F	T	T	F	F	F	C	2004-07-01
43nB.	00	Pseudomonas antibody level	XaJnp	Yamtt	Pseudomonas antibody level	1012061000000102	2565161000000110	Pseudomonas antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43nC.	00	Haemophilus antibody level	XaJpa	YamwN	Haemophilus antibody level	1017771000000105	2575091000000113	Haemophilus antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43nD.	00	Quantif polysacch group C lev	XaJqO	Yamx9	Quantif polysacch group C lev	994211000000107	2576401000000118	Quantified polysaccharide group C level			T	T	F	T	T	F	F	F	C	2004-07-01
43o..	00	Blood transfusion test	X77Zb	Y7GUz	Blood transfusion test	1017781000000107	2565931000000115	Blood transfusion test		This Read code should only be used for an 'Unspecified test' (or other test with similar meaning), which is used on a rare or one-off basis and has a text result which identifies the test performed	T	T	T	T	T	T	T	T	C	2004-07-01
43o0.	00	Monospecific reactions	XaJpP	Yamw8	Monospecific reactions	1017791000000109	2557961000000112	Monospecific reactions			T	T	T	F	F	F	T	T	C	2004-07-01
43r0.	00	Collagen type II antibody lev	XaJoS	YamuV	Collagen type II antibody lev	991551000000107	2570441000000117	Collagen type II antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43r1.	00	IgA antibody level	XaJoT	YamuX	IgA antibody level	1017841000000106	2575101000000117	IgA antibody level		Apr15: For deletion Oct15. Ambiguous.	T	T	F	T	T	F	F	F	C	2004-07-01
43r2.	00	Anti B2 glycoprot 1 IgG ab lev	XaJoW	Yamub	Anti B2 glycoprot 1 IgG ab lev	1012091000000108	2578731000000115	Anti-beta-2 glycoprotein 1 IgG antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43r3.	00	Anti B2 glycoprot 1 IgM ab lev	XaJoX	Yamud	Anti B2 glycoprot 1 IgM ab lev	1016281000000100	2565771000000116	Anti-beta-2 glycoprotein 1 IgM antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43r4.	00	Anti mitochondrial antib titre	XaJqq	Yamxv	Anti mitochondrial antib titre	1017851000000109	2580451000000112	Anti mitochondrial antibody titre			T	T	F	T	T	T	F	F	C	2004-07-01
43r5.	00	Intercell cement antibody lev	XaJpV	YamwE	Intercell cement antibody lev	1017861000000107	2579381000000111	Intercellular cement antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43r6.	00	Serum IgG IF ANCA level	XaJqh	Yamxi	Serum IgG IF ANCA level	994251000000106	2568831000000119	Serum IgG IF anti-neutrophil cytoplasmic antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43r7.	00	Anti smooth muscle antib titre	XaJqp	Yamxt	Anti smooth muscle antib titre	994601000000107	2568841000000111	Anti smooth muscle antibody titre		Deleted Jan 05 - duplicate. Use 43G3. Anti smooth muscle autoantibod  Reinstated Oct '06	T	T	F	T	T	T	F	F	C	2004-07-01
43r8.	00	Anti nuclear factor titre	XaJqo	Yamxs	Anti nuclear factor titre	1017871000000100	2565941000000112	Anti nuclear factor titre			T	T	F	T	T	T	F	F	C	2004-07-01
43r9.	00	Anti mitochon antibody pattern	XaJqn	Yamxq	Anti mitochon antibody pattern	1012101000000100	2562141000000115	Anti mitochondrial antibody pattern			T	T	F	T	T	F	F	T	C	2004-07-01
442h.	00	TRH stimulation test	XSK8v	YSWuL	TRH stimulation test	1017931000000106	2565951000000110	Thyrotropin releasing hormone stimulation test			T	T	F	F	T	F	F	T	C	2004-07-01
443m.	00	Serum inhibin level	XaJbW	Yamfd	Serum inhibin level	994301000000104	2559421000000117	Serum inhibin level			T	T	F	T	T	F	F	F	C	2004-07-01
443n.	00	Monomeric prolactin level	XaJmZ	YamsJ	Monomeric prolactin level	1012121000000109	2562151000000117	Monomeric prolactin level		For deletion Oct15.  Use 443l. Serum monomeric prolactin lev	T	T	F	T	T	F	F	F	C	2004-07-01
443o.	00	Serum prolactin isoforms	XaJma	YamsK	Serum prolactin isoforms	1017941000000102	2575121000000114	Serum prolactin isoforms level			T	T	T	F	F	F	F	T	C	2004-07-01
448z.	00	Serum dopamine level	XaJk1	Yamp8	Serum dopamine level	994311000000102	2572341000000110	Serum dopamine level			T	T	F	T	T	F	F	F	C	2004-07-01
449J.	00	Gastrointestinal hormone study	XaJmY	YamsI	Gastrointestinal hormone study	1017951000000104	2579391000000113	Gastrointestinal hormone study			T	T	T	F	F	F	F	T	C	2004-07-01
44AF.	00	Brain natriuretic peptide lev	XaIQz	YaksI	Brain natriuretic peptide lev	1012131000000106	2578741000000112	Brain natriuretic peptide level		Apr15: For deletion Oct15. Use either 44AX. for BNP or 44AV. for NT-pro BNP.	T	T	F	T	T	F	F	F	C	2004-07-01
44AR.	00	Plasma B natriuret peptide lev	XaJmj	YamsW	Plasma B natriuret peptide lev	1016291000000103	2562741000000119	Plasma B natriuretic peptide level			T	T	F	T	T	F	F	F	C	2004-07-01
44Cp.	00	Carbohydrate defic transferrin	XaJmU	YamsD	Carbohydrate defic transferrin	994321000000108	2554941000000118	Carbohydrate deficient transferrin			T	T	F	T	T	F	F	F	C	2004-07-01
44Cq.	00	Serum NSE level	XaJn8	Yamsr	Serum NSE level	1017961000000101	2579401000000111	Serum neuron-specific enolase level			T	T	F	T	T	F	F	F	C	2004-07-01
44Cr.	00	Plasma B-mannosidase level	XaJoe	Yamum	Plasma B-mannosidase level	1017971000000108	2557981000000115	Plasma B-mannosidase level			T	T	F	T	T	F	F	F	C	2004-07-01
44Cs.	00	Plasma B-hexosaminidase level	XaJof	Yamun	Plasma B-hexosaminidase level	1012141000000102	2574451000000113	Plasma B-hexosaminidase level			T	T	F	T	T	F	F	F	C	2004-07-01
44Cu.	00	Ro-02-0683 number	XaJq4	Yamwm	Ro-02-0683 number	1017981000000105	2552971000000115	Ro-02-0683 number			T	T	F	T	T	F	F	F	C	2004-07-01
44Cv.	00	Serum propranolol number	XaJq5	Yamwn	Serum propranolol number	1017991000000107	2580461000000110	Serum propranolol number			T	T	F	T	T	F	F	F	C	2004-07-01
44Cw.	00	Plasma chromogranin B level	XaJqB	Yamwu	Plasma chromogranin B level	994331000000105	2570801000000118	Plasma chromogranin B level			T	T	F	T	T	F	F	F	C	2004-07-01
44Lf.	00	Serum vitamin B1 level	XaJmW	YamsG	Serum vitamin B1 level	1028781000000101	2604171000000113	Serum vitamin B1 level		Deleted Oct 14.  Outmoded test.	T	T	F	T	T	F	F	F	D	2004-07-01
44Lg.	00	Serum vitamin D2 level	XaJmv	Yamsm	Serum vitamin D2 level	1018031000000109	2552981000000118	Serum vitamin D2 level			T	T	F	T	T	F	F	F	C	2004-07-01
44Lj.	00	Serum unbound copper level	XaJr7	YamxP	Serum unbound copper level	1018041000000100	2557991000000118	Serum unbound copper level			T	T	F	T	T	F	F	F	C	2004-07-01
44MV.	00	Serum protein profile	XaJmG	Yamrm	Serum protein profile	1012151000000104	2552201000000116	Serum protein profile			T	T	T	F	F	F	F	T	C	2004-07-01
44OM.	00	Plasma pristanate level	XaJpb	YamwO	Plasma pristanate level	1018071000000106	2562921000000112	Plasma pristanate level			T	T	F	T	T	F	F	F	C	2004-07-01
44PJ.	00	Serum total cholesterol level	XaJe9	YamiI	Serum total cholesterol level	994351000000103	2581451000000115	Serum total cholesterol level			T	T	F	T	T	F	F	F	C	2004-07-01
44Sa.	00	Serum hydroxyproline level	XaJk5	YampD	Serum hydroxyproline level	1018091000000105	2558001000000110	Serum hydroxyproline level			T	T	F	T	T	F	F	F	C	2004-07-01
44Sb.	00	Plasma amin acid chromatograph	XaJmO	Yamrw	Plasma amin acid chromatograph	994361000000100	2572351000000113	Plasma amino acid chromatography			T	T	T	F	F	F	F	T	C	2004-07-01
44Sc.	00	Plasma arginine level	XaJnE	Yamsx	Plasma arginine level	1012161000000101	2557251000000117	Plasma arginine level			T	T	F	T	T	F	F	F	C	2004-07-01
44Sd.	00	Serum beta amino butyrate lev	XaJmK	Yamrr	Serum beta amino butyrate lev	1021611000000107	2575611000000113	Serum beta amino butyrate level			T	T	F	T	T	F	F	F	C	2004-07-01
44Se.	00	Plasma sarcosine level	XaJnG	Yamt0	Plasma sarcosine level	994371000000107	2572361000000111	Plasma sarcosine level			T	T	F	T	T	F	F	F	C	2004-07-01
44Sf.	00	Plasma alpha-aminoadipate lev	XaJnH	Yamt1	Plasma alpha-aminoadipate lev	1021621000000101	2553381000000112	Plasma alpha-aminoadipate level			T	T	F	T	T	F	F	F	C	2004-07-01
44Sg.	00	Plasma homocitrulline level	XaJnI	Yamt3	Plasma homocitrulline level	1014561000000100	2578991000000116	Plasma homocitrulline level			T	T	F	T	T	F	F	F	C	2004-07-01
44Sh.	00	Plasma alloisoleucine level	XaJnJ	Yamt4	Plasma alloisoleucine level	1016321000000108	2579191000000110	Plasma alloisoleucine level			T	T	F	T	T	F	F	F	C	2004-07-01
44Si.	00	Plasma beta-alanine level	XaJnK	Yamt5	Plasma beta-alanine level	1021631000000104	2566461000000114	Plasma beta-alanine level			T	T	F	T	T	F	F	F	C	2004-07-01
44Sj.	00	Plasma betaaminoisobutyrat lev	XaJnL	Yamt6	Plasma betaaminoisobutyrat lev	1021641000000108	2566471000000119	Plasma beta-aminoisobutyrate level			T	T	F	T	T	F	F	F	C	2004-07-01
44Sk.	00	Plasma ethanolamine level	XaJnM	Yamt8	Plasma ethanolamine level	994381000000109	2567981000000111	Plasma ethanolamine level			T	T	F	T	T	F	F	F	C	2004-07-01
44Sl.	00	Plasma 1-methylhistidine level	XaJnN	Yamt9	Plasma 1-methylhistidine level	1021651000000106	2566481000000117	Plasma 1-methylhistidine level			T	T	F	T	T	F	F	F	C	2004-07-01
44Sm.	00	Plasma 3-methylhistidine level	XaJnO	YamtA	Plasma 3-methylhistidine level	1014571000000107	2557571000000111	Plasma 3-methylhistidine level			T	T	F	T	T	F	F	F	C	2004-07-01
44Sn.	00	Serum alpha amino butyrate lev	XaJmJ	Yamrp	Serum alpha amino butyrate lev	994391000000106	2570821000000110	Serum alpha amino butyrate level			T	T	F	T	T	F	F	F	C	2004-07-01
44TM.	00	Blood glucose series	XaJmX	YamsH	Blood glucose series	994411000000106	2554951000000115	Blood glucose series			T	T	T	F	F	F	F	T	C	2004-07-01
44ZV.	00	Blood serotonin level	XaJjw	Yamp1	Blood serotonin level	1021811000000106	2575621000000119	Blood serotonin level			T	T	F	T	T	F	F	F	C	2004-07-01
44ZW.	00	Blood coproporphyrin level	XaJjy	Yamp3	Blood coproporphyrin level	1021821000000100	2583861000000116	Blood coproporphyrin level			T	T	F	T	T	F	F	F	C	2004-07-01
44ZX.	00	Blood cystatin C level	XaJjz	Yamp4	Blood cystatin C level	1027981000000102	2604141000000119	Blood cystatin C level		Deleted Oct 14.  Use 44ZX0 Serum cystatin C level	T	T	F	T	T	F	F	F	D	2004-07-01
44hB.	00	Actual bicarbonate level	XaJp7	Yamvp	Actual bicarbonate level	1018001000000103	2583501000000118	Actual bicarbonate level			T	T	F	T	T	F	F	F	C	2004-07-01
44hC.	00	Standard bicarbonate level	XaJp8	Yamvq	Standard bicarbonate level	1018011000000101	2565961000000113	Standard bicarbonate level			T	T	F	T	T	F	F	F	C	2004-07-01
44kR.	00	Plasma phosphoethanolamine lev	XaJnF	Yamsy	Plasma phosphoethanolamine lev	1016301000000104	2557781000000118	Plasma phosphoethanolamine level			T	T	F	T	T	F	F	F	C	2004-07-01
44kS.	00	Plasma gamma-aminobutyrate lev	XaJno	Yamtr	Plasma gamma-aminobutyrate lev	1014551000000103	2562531000000119	Plasma gamma-aminobutyrate level			T	T	F	T	T	F	F	F	C	2004-07-01
44lW.	00	Osmolality urine/serum ratio	XaJkc	Yampo	Osmolality urine/serum ratio	1016311000000102	2562751000000116	Osmolality urine/serum ratio			T	T	F	F	T	T	F	F	C	2004-07-01
44lX.	00	Urine coproporph/creat ratio	XaJlf	Yamqw	Urine coproporph/creat ratio	1018051000000102	2575131000000111	Urine coproporphyrin/creatinine ratio			T	T	F	F	T	T	F	F	C	2004-07-01
44lY.	00	Urine uroporph/creat ratio	XaJm4	YamrX	Urine uroporph/creat ratio	1018061000000104	2575141000000119	Urine uroporphyrin/creatinine ratio			T	T	F	F	T	T	F	F	C	2004-07-01
44lZ.	00	5HIAA/creatinine ratio	XaJmi	YamsV	5HIAA/creatinine ratio	1030051000000106	2604181000000110	5HIAA/creatinine ratio		Deleted Oct 14. Use 46gV. Ur 5HIAA:creatinine ratio	T	T	F	F	T	T	F	F	D	2004-07-01
44la.	00	ALA/creatinine ratio	XaJmt	Yamsk	ALA/creatinine ratio	1018021000000107	2579411000000113	Aminolaevulinic acid/creatinine ratio		Apr15: For deletion Oct15. Use 46gi. Urine delta-aminolaevulinic acid:creatinine ratio	T	T	F	F	T	T	F	F	C	2004-07-01
44lb.	00	Magnesium/creatinine ratio	XaJnC	Yamsv	Magnesium/creatinine ratio	1031471000000102	2604231000000115	Magnesium/creatinine ratio		Deleted Oct 14. Use 46gv. Ur magnesium:creatinine ratio	T	T	F	F	T	T	F	F	D	2004-07-01
44lc.	00	Urine urate/creatinine ratio	XaJnD	Yamsw	Urine urate/creatinine ratio	994341000000101	2570811000000116	Urine urate/creatinine ratio		Apr15: For deletion Oct15. Suitable entries elsewhere.	T	T	F	F	T	T	F	F	C	2004-07-01
44ld.	00	Monomer/total prolactin ratio	XaJoa	Yamuh	Monomer/total prolactin ratio	1029171000000108	2604241000000112	Monomeric/total prolactin ratio		Deleted Oct 14. Use 44ld0 Se monomer:totl prolactin rtio	T	T	F	F	T	T	F	F	D	2004-07-01
44le.	00	Kappa/lambda light chain ratio	XaJpf	YamwS	Kappa/lambda light chain ratio	1031701000000101	2604281000000116	Kappa/lambda light chain ratio		Deleted Oct 14. Use 44le0 Se kappa:lambda lght chn ratio	T	T	F	F	T	T	F	F	D	2004-07-01
44lf.	00	Mercury/creatinine ratio	XaJqj	Yamxk	Mercury/creatinine ratio	1029181000000105	2604311000000118	Mercury/creatinine ratio		Deleted Oct 14. Use 46gg. Urine mercury:creatinine ratio	T	T	F	F	T	T	F	F	D	2004-07-01
44qX.	00	Cholinesterase screen	XaJmV	YamsF	Cholinesterase screen	1018081000000108	2565971000000118	Cholinesterase screen		Apr15: For deletion Oct15. Obsolete test.	T	T	T	F	F	F	T	T	C	2004-07-01
44tE.	00	Blood spot propionyl carnitine	XaJmk	YamsY	Blood spot propionyl carnitine	1021661000000109	2723321000000113	Blood spot C3 carnitine (propionylcarnitine)			T	T	F	T	T	F	F	F	C	2004-07-01
44tF.	00	Blood spot butyryl carnitine	XaJml	YamsZ	Blood spot butyryl carnitine	994401000000109	2723361000000117	Blood spot C4 carnitine (butyrylcarnitine)			T	T	F	T	T	F	F	F	C	2004-07-01
44tG.	00	Blood spot isovalerylcarnitine	XaJmm	Yamsa	Blood spot isovalerylcarnitine	1021671000000102	2567121000000113	Blood spot isovalerylcarnitine			T	T	F	T	T	F	F	F	C	2004-07-01
44tH.	00	Blood spot hexanoyl carnitine	XaJmn	Yamsb	Blood spot hexanoyl carnitine	1012171000000108	2723371000000112	Blood spot C6 carnitine (hexanoylcarnitine)			T	T	F	T	T	F	F	F	C	2004-07-01
44tJ.	00	Blood spot octanoyl carnitine	XaJmo	Yamsc	Blood spot octanoyl carnitine	1016331000000105	2723331000000110	Blood spot C8 carnitine (octanoylcarnitine)			T	T	F	T	T	F	F	F	C	2004-07-01
44tK.	00	Blood spt tetradecnylcarnitine	XaJmp	Yamsd	Blood spt tetradecnylcarnitine	1021681000000100	2723391000000111	Blood spot C14:1 carnitine (tetradecenoylcarnitine)			T	T	F	T	T	F	F	F	C	2004-07-01
44tL.	00	Blood spot palmitoyl carnitine	XaJmq	Yamsf	Blood spot palmitoyl carnitine	1021691000000103	2723381000000114	Blood spot C16 carnitine (palmitoylcarnitine)			T	T	F	T	T	F	F	F	C	2004-07-01
44tM.	00	Blood spot acyl carnitine prof	XaJmr	Yamsg	Blood spot acyl carnitine prof	1021701000000103	2580851000000114	Blood spot acyl carnitine profile			T	T	F	T	T	F	T	F	C	2004-07-01
44uS.	00	Blood sirolimus level	XaJju	Yamoz	Blood sirolimus level	1028951000000109	2604131000000111	Blood sirolimus level		Deleted Oct 14.  Use 44uS0 WBl sirolimus conc	T	T	F	T	T	F	F	F	D	2004-07-01
44uT.	00	Serum moclobemide level	XaJmz	Yamsq	Serum moclobemide level	994421000000100	2576431000000112	Serum moclobemide level			T	T	F	T	T	F	F	F	C	2004-07-01
44vA.	00	Serum levetiracetam level	XaJeB	YamiK	Serum levetiracetam level	1021711000000101	2580861000000112	Serum levetiracetam level			T	T	F	T	T	F	F	F	C	2004-07-01
44vB.	00	Serum dexamphetamine level	XaJqY	YamxM	Serum dexamphetamine level	1021721000000107	2566501000000114	Serum dexamphetamine level			T	T	F	T	T	F	F	F	C	2004-07-01
44vC.	00	Serum desmethylclobazam level	XaJqZ	YamxO	Serum desmethylclobazam level	994431000000103	2554961000000117	Serum desmethylclobazam level			T	T	F	T	T	F	F	F	C	2004-07-01
44x0.	00	LDH isoenzymes	XaJm9	Yamrd	LDH isoenzymes	1021731000000109	2553391000000114	LDH (lactate dehydrogenase) isoenzymes			T	T	T	F	F	F	F	T	C	2004-07-01
44x1.	00	Lipid fractionation	XaJmA	Yamre	Lipid fractionation	1012181000000105	2557261000000119	Lipid fractionation			T	T	T	F	F	F	F	T	C	2004-07-01
44x3.	00	Plasma catecholamine level	XaJmN	Yamrv	Plasma catecholamine level	994441000000107	2570831000000112	Plasma catecholamine level			T	T	F	T	T	F	F	F	C	2004-07-01
44x4.	00	Plasma organic acids	XaJmS	Yams3	Plasma organic acids	1021741000000100	2558591000000111	Plasma organic acids			T	T	T	F	F	F	F	T	C	2004-07-01
44x5.	00	Ser long chain fatty acid lev	XaJoh	Yamv7	Ser long chain fatty acid lev	1012191000000107	2582611000000112	Serum long chain fatty acid level			T	T	T	T	T	F	F	F	C	2004-07-01
44x6.	00	Protein S, antigenic assay	XS9al	YSEod	Protein S, antigenic assay	994451000000105	2554971000000112	Protein S antigenic assay			T	T	F	T	T	F	F	F	C	2004-07-01
44x7.	00	Bilirubin profile	XaJqE	Yamwy	Bilirubin profile	1021751000000102	2567131000000110	Bilirubin profile			T	T	T	F	F	F	F	T	C	2004-07-01
44y..	00	White cell /plas lysos enz lev	XaJoj	YamvA	White cell /plas lysos enz lev	1021761000000104	2567141000000118	White cell and plasma lysosomal enzyme levels			T	T	T	T	T	F	F	F	C	2004-07-01
44y0.	00	Blood sphingomyelinase level	XaJoq	YamvK	Blood sphingomyelinase level	994461000000108	2554981000000114	Blood sphingomyelinase level			T	T	F	T	T	F	F	F	C	2004-07-01
44y1.	00	Blood B-glucuronidase level	XaJol	YamvD	Blood B-glucuronidase level	1011931000000100	2582581000000118	Blood B-glucuronidase level			T	T	F	T	T	F	F	F	C	2004-07-01
44y2.	00	Blood B-glucosidase level	XaJom	YamvE	Blood B-glucosidase level	1021771000000106	2580871000000117	Blood B-glucosidase level			T	T	F	T	T	F	F	F	C	2004-07-01
44y3.	00	Blood Bgalactocerebrosidse lev	XaJon	YamvF	Blood Bgalactocerebrosidse lev	1021781000000108	2566511000000111	Blood B-galactocerebrosidase level			T	T	F	T	T	F	F	F	C	2004-07-01
44y4.	00	Blood B-galactosidase level	XaJoo	YamvH	Blood B-galactosidase level	994471000000101	2576441000000115	Blood B-galactosidase level			T	T	F	T	T	F	F	F	C	2004-07-01
44y5.	00	Blood arylsulphatase level	XaJow	YamvU	Blood arylsulphatase level	1012201000000109	2562171000000114	Blood arylsulphatase level			T	T	F	T	T	F	F	F	C	2004-07-01
44y6.	00	Bld acetylgalactosamindase lev	XaJox	YamvV	Bld acetylgalactosamindase lev	1021791000000105	2570001000000110	Blood acetyl galactosaminidase level			T	T	F	T	T	F	F	F	C	2004-07-01
44y7.	00	Blood A-mannosidase level	XaJoy	YamvX	Blood A-mannosidase level	991561000000105	2570451000000119	Blood A-mannosidase level			T	T	F	T	T	F	F	F	C	2004-07-01
44y8.	00	Blood A-galactosidase level	XaJoz	YamvY	Blood A-galactosidase level	994481000000104	2576451000000117	Blood A-galactosidase level			T	T	F	T	T	F	F	F	C	2004-07-01
44y9.	00	Blood A-fucosidase level	XaJp0	YamvZ	Blood A-fucosidase level	1021801000000109	2567151000000115	Blood A-fucosidase level			T	T	F	T	T	F	F	F	C	2004-07-01
44yA.	00	Blood acid esterase level	XaJp1	Yamva	Blood acid esterase level	1012211000000106	2582621000000118	Blood acid esterase level			T	T	F	T	T	F	F	F	C	2004-07-01
44yB.	00	Plasma MUGS level	XaJp4	Yamvl	Plasma MUGS level	994491000000102	2576461000000119	Plasma 4-methylumbelliferyl-beta-N-acetylglucosamine-6-sulfate level			T	T	F	T	T	F	F	F	C	2004-07-01
